"","RC2","RC1","RC3","RC4","RC5"
"C_38_1",0.806214283333144,-0.0455735290127017,-0.229825633307293,0.218661566281106,0.0264520468571974
"C_43_1",0.779526999320478,-0.219670423204898,-0.0902247326656369,0.041161046048702,0.0197713346298866
"C_53_1",0.730744337628405,-0.0427325701801697,-0.239485548043278,0.230026168184303,-0.128745146587506
"C_3_.1",-0.566483166774462,0.227452172015848,0.472338889960293,0.0931143761803873,0.286615092701236
"C_8_.1",-0.62236975813934,0.190194901095581,0.471171782681297,-0.0422897226101737,0.294627063013929
"C_23_.1",-0.233728828951908,0.353909262882753,0.701680574696124,-0.0629595299296534,0.197913239492836
"C_28_.1",-0.625954416464155,0.430157400057498,0.225921869023933,-0.00580342892835295,0.356943628295517
"C_48_.1",-0.410854482308164,-0.0451398461425459,0.132745062864692,-0.138832777324078,0.616596507253646
"C_58_.1",-0.613979695939817,0.342836019383578,0.0867564171901136,0.126901347056521,0.244892140907401
"A_2_1",0.23032057714326,-0.367851443125274,0.098453454276728,0.545156770827687,-0.069004601591996
"A_7_1",0.455243564960027,-0.412193572698585,0.175476183318812,0.225083433481344,0.124479605274363
"A_27_1",0.154361022943754,-0.467932412097818,-0.138754154801393,0.50893688016951,0.015695884564013
"A_32_1",0.498544758738845,-0.388679881944796,-0.0591603241359801,0.563899843267918,-0.116611462460831
"A_52_1",0.484429790547235,-0.369110056956736,0.212925640574726,0.397205717279463,-0.136597392594408
"A_57_1",0.140713748031907,-0.476744362622406,-0.0739842403912113,0.579962127425381,-0.0141965363461531
"A_12_.1",-0.117618888980129,0.766373096279455,0.196405061922121,-0.219602620085735,0.230690414048466
"A_17_.1",-0.284139624277831,0.492675844899762,-0.110312830832816,-0.410548482620013,0.490516069532421
"A_22_.1",-0.158752016162425,0.442473695212858,-0.0207600913899292,-0.243469401051495,0.557251844755187
"A_37_.1",-0.408103613245193,0.616102082184383,0.0706391492974188,-0.356805485092491,0.336077283084971
"A_42_.1",0.115904895579737,0.71746554471756,0.0922204547678902,-0.260825252609655,0.213007133159301
"A_47_.1",-0.231292260183092,0.48297531549129,-0.209422859728893,-0.377338902545792,0.441936891558708
"N_14_1",-0.156007440809569,0.779096818060716,0.0998640814575402,0.0615342538320299,0.0140377643889339
"N_19_1",-0.0974908112496951,0.828071709181644,0.154193726178451,-0.106890005937385,-0.0598034368767749
"N_34_1",0.151275546797758,0.509246291808395,0.607686200244789,-0.00694048284673803,-0.0135979461844881
"N_39_1",-0.145944797080327,0.655540007108635,0.402710113805744,-0.106155166000377,0.01084849883247
"N_54_1",-0.296619113408358,0.675065015863027,0.309425148154742,-0.243537924589371,0.0832803238197282
"N_59_1",-0.276500626588235,0.630458948492582,0.214861905373018,0.144918547713561,0.117569613684723
"N_4_.1",0.225322028516632,-0.46538778584532,-0.0224495609281242,0.362782594125885,0.290412925881805
"N_9_.1",0.417842377784818,-0.325060594644852,-0.336951460417794,0.558641979773265,-0.0611212451139413
"N_24_.1",0.498050594922521,-0.573133467418995,-0.117767411111977,0.250689074822053,0.1130337027423
"N_29_.1",0.414683435516581,-0.560619478584405,-0.145325293184626,0.304550967011451,0.201462140389339
"N_44_.1",0.662259791345413,-0.228968462286479,-0.191080424940917,-0.170696321723642,0.0461300721106098
"N_49_.1",0.130096456615174,-0.518952861778449,-0.249593900499437,0.0445655458151439,0.361777743834602
