"","RC2","RC1","RC3","RC4","RC5"
"O_10_1",0.22838231239553,-0.0714371753894971,-0.00209515832390708,0.739939845023131,-0.0647779411762158
"O_15_1",0.415098646870795,-0.0395612193925792,-0.351289393064291,0.584403660879724,-0.0767419669671724
"O_20_1",-0.188056487838675,0.0428560149485595,-0.0187365591349531,0.602651523617812,-0.125888299322818
"O_35_1",-0.178198171356304,-0.0113427229580629,-0.012329075228518,0.54767503828495,-0.17285827745556
"O_40_1",0.421996563267842,0.3147250093737,-0.200549673711512,0.397869403436268,-0.303017311041935
"O_60_1",0.274474281699514,-0.045617632354147,-0.194276318137428,0.713020541621569,-0.0928641828372284
"O_5_.1",0.316556528463679,0.00980922505382379,0.150908019278702,-0.533218311959981,0.311020893492892
"O_25_.1",-0.267617613149478,-0.215572270901785,0.464113074719136,-0.178462234510313,0.515960773580495
"O_30_.1",-0.21891182242861,0.12305049409798,0.207270820913547,-0.448702494875444,0.475435422371571
"O_45_.1",-0.199184533310468,0.268786307111184,0.434944847666478,-0.152321326058291,0.156594921942022
"O_50_.1",0.253448440049231,0.326950295886212,0.0377786194425455,-0.548674131078332,0.0786076792236047
"O_55_.1",0.141228401976802,-0.0361109055281904,0.266763229300134,-0.357712585403265,0.515220518761796
"E_1_1",-0.000712263287303581,-0.262778088952475,-0.514449343229113,0.51819889305934,0.217872332957554
"E_6_1",0.276213461146641,0.156737849431072,-0.674926660196496,0.0051902264378547,0.184958283680755
"E_21_1",0.599873360201154,0.133351915883357,-0.560058045395557,0.061908369243574,0.0433086704779409
"E_41_1",0.26727368909844,-0.268515333204156,-0.570572058144615,0.445040776605558,-0.00795897016113219
"E_46_1",-0.147442576109997,-0.0709213881590065,-0.465359423016087,0.492771114090087,0.266308065512356
"E_56_1",0.323167301896048,-0.265319222176225,-0.31174777337767,0.581861813820819,-0.190044725534468
"E_11_.1",0.0192509448760062,0.247247608967684,0.485191134719305,-0.463000689775295,0.368764352458184
"E_16_.1",0.45136053252668,0.022726181606174,0.648808024183189,-0.103223923552934,0.14017491119635
"E_26_.1",-0.132733858974653,0.105701239079564,0.637162918663595,-0.215858510569456,0.297709403782218
"E_31_.1",0.115327063371791,0.162722364645555,0.833362746238671,-0.0544279754475123,-0.142857094949886
"E_36_.1",-0.24855120122644,0.274996258247362,0.748187704447999,-0.0193797815114453,0.0982490600868746
"E_51_.1",-0.20180579803241,0.194146279415419,0.650458097316938,-0.104698675571837,0.380717347562881
"C_13_1",0.814806003606872,-0.226654720375988,-0.0545807261263517,0.1180592374081,0.0193442685796257
"C_18_1",0.768163597394109,-0.152295919141925,0.0578370154141581,-0.0799509014154532,-0.127538099608264
"C_33_1",0.540541518163927,-0.0561886226370608,0.0980169319868623,0.0572641866515495,-0.139549535609146
